==============================================================================
REZDY ROUND 1 -- SUPPLIER TEXT vs WHAT WE EXTRACTED
==============================================================================

100 products, the HARDEST in the catalogue (16-55 headings each).
Prompt: SYSTEM_PROMPT_RZ_DESC_V1_2

HOW TO READ A BLOCK
------------------------------------------------------------------------------
  SUPPLIER TEXT   what the model was given. This is the supplier's own
                  words with their HTML formatting restored as plain
                  marks -- '## ' a heading tag, '**bold**', '- ' a list
                  item, '[text](url)' a link. Nothing added or removed;
                  verified word-for-word on all 9,361 products.
  EXTRACTED       the fields that were filled, and their exact contents.
  EMPTY           fields left blank. A blank is the rule WORKING: the
                  supplier wrote no heading naming that field, so the
                  text stayed in ABOUT. It does not mean text was lost.
  FLAGS           the model's own notes on anything it moved.

THE TWO NUMBERS ON EVERY PRODUCT
------------------------------------------------------------------------------
  RETENTION   share of the supplier's distinct words that appear
              SOMEWHERE in our output. This is the content-loss measure.
              It CANNOT see a word that survived in the WRONG field --
              that is what the issue list is for. On Fareharbor, 11 of 13
              defects in one run lost no text at all, so high retention
              is necessary but not sufficient.
  FILL RATE   share of the 21 fields that got content. LOW IS OFTEN
              CORRECT: a field only fills when the supplier wrote a
              heading for it, and about half of Rezdy products write few
              or none. A low fill rate with high retention means the text
              is all present, sitting in ABOUT, exactly as intended.

RUN TOTALS
------------------------------------------------------------------------------
  mean retention     98.8%       (worst 91.2%, best 100.0%)
  products >= 95%    99 / 100
  products >= 99%    57 / 100
  mean fill rate     24.1%       (5.1 of 21 fields on average)
  no findings        44 / 100 products
  findings by type  NO HEADING 54, DUPLICATED 35, CONTENT LOSS 19, REWORDED 17, URL LOST 1, MID-SENTENCE 1

  For comparison, the OLD method (Step 1) retained 71.8% of the same
  suppliers' words across these same 100 products.

INDEX -- worst retention first
------------------------------------------------------------------------------
  PRODUCT    SUPPLIER                HEAD  RETAIN  FILLED  ISSUES
    **Accommodation** – [Mantra Club Croc](https://all.accor.com/hotel/B3L3/index.en.shtml?utm_campaign=seo+maps&utm_medium=seo+maps&utm_source=google+Maps)
    **Day 11: Mission Beach **
    A change of scenery today as we head through undulating cane fields to picturesque Mission Beach. This afternoon, kick back and enjoy. This is your chance to catch up on some reading, or just sit by the pool with a cold drink and enjoy this tropical paradise. We may be even lucky enough to spot some cassowary in the wild!
    **Included Activities**
    - Scenic drive along the Bruce Highway
    **Included Meals**
    - Breakfast
    **Accommodation** – [Mission Beach Resort](https://www.missionbeachresort.com.au/?utm_source=google_yext&utm_medium=organic&utm_campaign=book-a-table)
    **Day 12: Cairns via the Atherton Tablelands **
    Enjoy breakfast before we travel into the wet tropics of Far North Queensland. We'll discover a magnificent plunge waterfall nestled in dense tropical rainforest en-route to the Atherton Tablelands. Take a dip in the cool water before we head to Lake Eacham, a crater lake with crystal-clear water, and visit the massive ‘Curtain Fig Tree’. We'll finish the day in Cairns, one of Australia's most vibrant, tropical and energetic cities.
    **Included Activities**
    - Scenic Atherton tablelands tour including a volcanic crater lake, stunning waterfalls and a chance to spot wild platypus
    **Included Meals**
    - Breakfast
    **Accommodation** – [Flynn Hotel Cairns](https://www.crystalbrookcollection.com/flynn?gad_source=1&gclid=CjwKCAiA9dGqBhAqEiwAmRpTC_Z4CJ-KrtrP4xqH9fniRU3Vx3aS_PyQh06IpJOswqYb8aXq2bMFkhoCnmMQAvD_BwE)
    **Day 13: Snorkelling on the Great Barrier Reef **
    It’s one of the highlights of any trip to Australia: the Great Barrier Reef. Today, we will take a cruise to the famed reef, where we’ll go snorkelling to see incredible marine life. Learn about this special reef with conservation commentary, onboard a fantastic catamaran. This is the big one, so get the camera ready! After a great day at one of the seven natural wonders of the world (and the only one seen from space), join us for an optional dinner to share stories of our adventures together!
    **Included Activities**
    - Great Barrier Reef day cruise including snorkelling, glass bottom boat and buffet lunch
    - Optional Activity – Scuba diving on the Great Barrier Reef
    **Included Meals**
    - Breakfast, Lunch
    **Accommodation** – [Flynn Hotel Cairns](https://www.crystalbrookcollection.com/flynn?gad_source=1&gclid=CjwKCAiA9dGqBhAqEiwAmRpTC_Z4CJ-KrtrP4xqH9fniRU3Vx3aS_PyQh06IpJOswqYb8aXq2bMFkhoCnmMQAvD_BwE)
    **Day 14: Kuranda and Port Douglas**
    It’s go, go gondola, as we take an incredible gondola ride over ancient rainforest, the Barron River, and the surrounding mountains on our way to picturesque Kuranda with its colourful markets. Then, it’s a trip north to the chilled out village of Port Douglas, where you can choose to join the group for dinner, drinks and the stunning sunset.
    **Included Activities**
    - Skyrail gondola ride over the rainforest canopy
    - Kuranda markets
    - Port Douglas orientation tour
    **Included Meals**
    - Breakfast
    **Accommodation** – [Paradise Links Resort](https://www.paradiselinks.com.au/)
    **Day 15: Mossman Gorge & First Nations experience **
    It’s a slow kinda morning, which is just how it should be in Port Douglas. Our suggestion: take a stroll around the Sunday markets, drinking in the ocean views, and grab a coffee from local brewers. Well rested we’ll visit the Mossman Gorge for an incredible walk through the rainforest. Later, we’ll learn about Kuku Yalanji (First Nations) culture, foods and customs with an amazing immersive experience.
    **Included Activities**
    - Visit to vibrant local markets
    - Visit Mossman Gorge for an incredible walk through the rainforest
    - Kuku Yalanji (First Nations) immersive cultural experience
    **Included Meals**
    - Breakfast, Lunch
    **Accommodation** – [Paradise Links Resort](https://www.paradiselinks.com.au/)
    **Day 16: Daintree Rainforest walk, Cape Tribulation & Crocodile/nature cruise**
    It’s another big day – we’re going deeper into the tropical World Heritage listed Daintree Rainforest, and Cape Tribulation (don’t worry, it’s just a name!) on a short ferry. We’ll take a walk through the ancient rainforest and meet the local family who hosted David Attenborough’s documentary crew whilst keeping our eyes peeled for ancient cassowary, birds and other wildlife.
    In the afternoon we cruise the Daintree River (Julaymba) on the eco-friendly Solar Whisper, a quiet solar-powered boat, for an immersive wildlife experience. Spot crocodiles, birds, frogs, snakes, and more with the help of your expert guide and the unique "CROC CAM”.
    We take a wonderful coastal drive back to Cairns, where your tour ends on arrival around 6pm. If you need help with post tour accommodation, please let us know as we can help! Thanks for a wonderful adventure together!
    **Included Activities**
    - Guided rainforest walk & with a chance to spot ancient cassowary birds and other wildlife
    - Eco-friendly crocodile and nature cruise on the Daintree River
    - Scenic coastal drive back to Cairns
    **Included Meals**
    - Breakfast & Lunch

------------------------------------------------------------------------------
EXTRACTED
------------------------------------------------------------------------------

  [ABOUT / DESCRIPTION]
      Best of East Coast Australia – 16 Day Boutique Tour
      You’ll explore all the iconic hot spots, of course – Sydney’s famous harbour, snorkelling with sea-life at the Great Barrier Reef, the glittering sand at Whitehaven beach, and meeting koalas, platypus, crocs and more – but you’ll also get the hidden gems that only locals know about. And of course, out-of-this-world food and wine. Ready to discover the east coast?
      No hidden cost on our tours. Look closely at the value for money with our amazing inclusions below!

  [WHAT'S INCLUDED]
      Great Barrier Reef day cruise including snorkelling & glass bottom boat
      Whitsunday Islands & Whitehaven beach day trip & snorkelling
      K'gari (Fraser Island) 4WD Experience - the largest sand island in the world
      Hunter Valley wine, cheese, chocolate tastings
      Conservation Wildlife Park visit - Get close to many native / unique australian animals like kangaroos, emus, wombats and more
      Gumbaynggirr First nations experience
      Koala Hospital visit in Port Macquarie
      Visit Cape Tribulation
      Skyrail gondola ride over lush rainforest to the town of Kuranda
      Daintree rainforest walk - Off the beaten track interpretive, sustainable walk with a local passionate expert
      Eco-friendly nature cruise - Spot crocodiles, birds, fish in the wild
      Mossman Gorge entry and soft adventure walk
      Kuku Yalanji First nations local walk experience
      Enjoy the wonderful Byron Bay and it’s famous Cape Byron Lighthouse
      Atherton tablelands tour – Volcanic crater lake, stunning waterfalls and a chance to spot wild platypus
      Small Group Tour (Max 16 Guests)
      All transport (Private buses, transfers, domestic flight, ferry & boat trips)
      All accommodation (Boutique locally owned hotels/resorts)
      Friendly & experienced local guide
      14 breakfasts, 5 lunches, 1 dinner

  [ITINERARY]
      Day 1: Sydney
      We start in Australia's Harbour City, the glittering jewel in the east coast's crown. Check into your room, freshen up, then meet your tour leader and new travel mates for a welcome meeting at 6pm. Then we are off for a great welcome dinner, and the chance to get to know your fellow travellers.
      Included Activities:
      Get to know your fellow travellers with a welcome meeting and dinner
      Included Meals:
      Welcome Dinner
      Accommodation – Holiday Inn Potts point (https://www.ihg.com/holidayinn/hotels/us/en/sydney/sydas/hoteldetail?cm_mmc=GoogleMaps-_-HI-_-AU-_-SYDAS)
      Day 2: Hunter Valley and Newcastle
      We leave behind Sydney's skyscrapers and sidewalks for a wildlife park boasting an all-star cast of koalas, kangaroos, and more. We're in the heart of the Hunter Valley, so there's nothing better than to take a wine, cheese & chocolate tasting. We'll also visit the sunny port city of Newcastle, rounding off an eclectic day.
      Included Activities:
      Conservation Wildlife Park visit - Get close to many native / unique australian animals like kangaroos, emus and more
      Hunter Valley wine, cheese & chocolate tasting
      Newcastle orientation tour
      Included Meals:
      Breakfast
      Accommodation – Lucky Hotel Newcastle (https://theluckyhotel.com.au/)
      Day 3: Port Macquarie & The Koala Hospital
      After breakfast, we’re off to Port Macquarie, where we’ll have a chance to meet the volunteers at a Port Macquarie Koala Hospital. If you're unable to tear yourself away from the cuddly critters, don’t worry – you’re not the first. Expect to come away with loads more knowledge about these often misunderstood creatures, & how by joining our tour, you are supporting this amazing centre's conservation efforts. Relax for the evening with a stroll along the foreshore & a free night for dinner. Enjoy the sounds of the local bird population and keep your eyes peeled for the local wild dolphins who frequent the area!
      Included Activities:
      Visit Port Macquarie Koala Hospital
      Foreshore walk and a chance to spot wild dolphins
      Included Meals:
      Breakfast
      Accommodation – El Paso Motor Inn (https://elmotorinn.com.au/?utm_source=google&utm_medium=organic&utm_campaign=gmb)
      Day 4: Niigi Niigi (Sealy Lookout) & Byron Bay
      Take part in an immersive First Nations experience of the Gumbaynggirr nation, that will get you in touch with the traditional custodians of this land. Then we're headed to Byron Bay, a laid-back surf paradise with boundless coastline, sand and friendly locals. We'll pay a visit to Cape Byron, for a unique photo opportunity, and the chance for the eagle-eyed to spot dolphins, whales, and other marine life.
      Included Activities:
      Immersive Gumbaynggirr First Nations experience
      Visit to Cape Byron to see the famous local lighthouse, the most easterly point of Australia for a unique photo opportunity, and the chance for the eagle-eyed to spot dolphins, whales in season, and other marine life.
      Included Meals:
      Breakfast
      Accommodation – Beachcomber Byron Bay (https://beachcomberbyron.com.au/)
      Day 5: Byron Bay
      Today we're talking relaxation, relaxation, and relaxation. Spend the morning on the warm sand, shopping for bargains, or indulge in one of our optional activities: surfing or kayaking plus many activities like balloon rides, whale watching, brewery tours etc. The day is all yours – put your feet up, head to a cosy bar, or watch the world go by from one of the local cafes.
      Included Activities:
      Free day to relax, or enjoy optional activities: Surf lesson, kayak experience & more
      Included Meals:
      None
      Accommodation – Beachcomber Byron Bay (https://beachcomberbyron.com.au/)
      Day 6: Noosa & Rainbow Beach
      We're crossing into Queensland – the Sunshine State. Your first stop is laid-back Noosa, and Noosa National Park where you will have the chance to spot koalas and other Aussie critters. We continue further up the Sunshine Coast to our base for the next 2 nights, it's time to relax and soak up the atmosphere of the vibrant Rainbow Beach.
      Included Activities:
      Noosa National Park & the chance to spot koalas in the wild
      Noosa orientation including Noosa Main Beach and Hastings Street
      Included Meals:
      Breakfast
      Accommodation – Rainbow Getaway Apartments (https://demo.rainbowgetaway.com.au/)
      Day 7: K’Gari (Fraser Island)
      Ready, steady, go, for a once-in-a-lifetime 4WD K’Gari adventure today. Once known as Fraser Island, the destination has been returned to its original name K’gari. K’gari is the local Butchulla nation’s name for the island, meaning ‘paradise’ – you’ll find out why soon enough.
      You'll never want to leave, as we explore the largest sand island in the world, kick back at some of Queensland's most renowned lookouts, take a walk on the wild side in a lush rainforest, dive into Boorangoora (Lake McKenzie) a crystal-clear lake, see the famous S.S Maheno shipwreck and course go dingo-spotting along the golden 75 Mile Beach. The fun needn't stop there; after the tour feel free to enjoy Carlo Sand Blow and Rainbow Beach, or put your feet up in your accommodation.
      Included Activities:
      Once-in-a-lifetime 4WD bus adventure to K’Gari (Fraser Island).
      Included Meals:
      Breakfast & Lunch
      Accommodation – Rainbow Getaway Apartments (https://demo.rainbowgetaway.com.au/)
      Day 8: Brisbane
      It’s Bris-vegas baby! We’re off to Queensland’s capital, Brisbane, soon to be home of the summer Olympics. Laidback, sunny, optimistic, buzzing – in many ways it’s the quintessential Aussie city. See for yourself how wonderful Brisbane is with a walk (or ferry ride) along the aptly named Brisbane river and its surrounds.
      Included Activities:
      Orientation tour
      Included Meals:
      Breakfast
      Accommodation – The Point Hotel Brisbane (https://gettothepoint.com.au/)
      Day 9: Brisbane to Airlie Beach
      Airport time! It’s up, up, and away, as we take the plane to Airlie beach, the jewel in the magnificent Whitsundays crown. It’s another choose-your-own-adventure day: take a stroll through the town, find a cool little bar, or explore the local swimming hole, the choice is yours.
      Included Activities:
      Free afternoon & evening to explore Airlie Beach
      Domestic Flight to the Whitsunday Coast
      Included Meals:
      Breakfast
      Accommodation – Mantra Club Croc (https://all.accor.com/hotel/B3L3/index.en.shtml?utm_campaign=seo+maps&utm_medium=seo+maps&utm_source=google+Maps)
      Day 10: Airlie Beach & Whitsunday Islands
      After breakfast, we're taking a day cruise through the postcard-perfect islands of the Whitsundays, including a stop at the famed Whitehaven beach. Words can't do justice to the dazzling white sands, azure waters, and densely verdant vegetation of this incredible corner of the world (so we won’t try!). Get a closer look by snorkelling with colourful coral, and an array of playful fish and maybe even some turtles. Afterwards, it's your chance to relax or seek out the town's best food and drink options.
      Included Activities:
      Whitsundays Islands day cruise including snorkelling, Whitehaven beach visit, Hill Inlet walk and lunch
      Included Meals:
      Breakfast & Lunch
      Accommodation – Mantra Club Croc (https://all.accor.com/hotel/B3L3/index.en.shtml?utm_campaign=seo+maps&utm_medium=seo+maps&utm_source=google+Maps)
      Day 11: Mission Beach
      A change of scenery today as we head through undulating cane fields to picturesque Mission Beach. This afternoon, kick back and enjoy. This is your chance to catch up on some reading, or just sit by the pool with a cold drink and enjoy this tropical paradise. We may be even lucky enough to spot some cassowary in the wild!
